,comp_name,job_title,city,posting_url,salary_estimate,lat,lng,type,job_cat
13831,Funding Circle US,Talent Acquisition Partner - Tech,"San Francisco, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CxQlKr4N-gxhxagYSfO_p3DjIG0Frhi5iauBS0K8YXN3DexMwrM1rZo8jTeIxAsaAp_8PvHhEANO8QZ13xujAAPry2pcwPNGd2n1vDd-nELA_dhqLJUsSJgTfRyUNgImVUWtHUz02muooi_rjMStjoNMrmoNqWzMmv3C9CSoigK6d534qZvA_JP8bgaOG9Nd_yMFUFeSy4tV-hnCxsrvV76COFdaLgnxOJsEQDwVgImVQVtYSL3talO7eXVhca_L09OFMp7z_rq4F6zhPU3ZZ7b_wTWex-onXhRMZGW_at7CxxRC38lzs98ImuVGmxSNzVbLkNjafGePBeF2-HWxKpBsZNEoQzBAf0EqOe9d81Zv-XTQ5C5znBTW950QLYasdfSQDUbA0RYc9ZUWMtT9r6iCuqlxkF7gTb9tj0aTXGSti9a-VSvkJBQlvbgP6YuS2_j4Pf0okmZXn7sTvyElA5vLtV4BxXZ2Abau4fIzkvfDzMAcarM2PQ74GjRSKCOwtYmY3mD5_CGXLldtlA5m5altR4YzKZV4HpfCPV40Za70cIyRqlNL2rtL0qY6nTpgU0C16VHNdXUy3EQ4gcFqVFAoeBkICUxWo=&p=7&fvj=0&vjs=3,Salary Estimate not available,37.7749295,-122.4194155,Full Time,Other
13832,ALOM Technologies,Data Analyst,"Fremont, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ApKX8Ly9Su4u7-E_iwX0TUS6BcV45_p-Corjom3hBaTnmPEalDKrG5iKXJu48gG1FaCnLp3JpOnCuZGo0yDeMWlR6NWrS3yBWZL0uoaTzuefzSF_1jTp-kCaI1VyYli0RPzcLbpBFw4XW0MHXJVsGnF0l3mguICSau_iYUESQgPhinOuLXm2hnGGx9yp_zY2kqvAWGdZ2Sekw2tL6uZHihB1Omh9QCERRr7v8zgKMEu5cO1vVx2XJ1OTLtvWf3j4OwiSzwVGa89eWW3jui35txwi_n_50TQpp1MasPq5mV5VzNVbhzyVDWp4BtlJP8NHoYnXrvRmprXYZb_vfuND1_Lq9ztMBDe3XUt4tTUwrvCw-DpDEPCevzRUp4oNcRfxyzsDCqPZQRjtv7Ez5D3FOoVlCGxJw44AcD-wDolP-seXCckL_kmYQEdPA0tQ4hxklL30yggI17owvgCjSkywfrPOwfFiqb_RscI8VkY86k-A==&p=8&fvj=1&vjs=3,Salary Estimate not available,37.5482697,-121.9885719,Full Time,Data Analyst
13883,Wag!,"Earn up to $1,250/ month walking dogs","San Francisco, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DS49wU-Nrh2jPsAS9jhWCq6bSm4zo48pW_WnPte91cr8W0I91uUcGrciU7phwcmriTxFWebEqoSvld_V8pN7fyBkkZQpx2FMI_heqD0tg0LHIbZDWMefrED_GeFpVoP1XDoGUfTq_GFobylC-LNnV2XqM1_I_gJDFwOjSfjtnlOrqHuxpiOj8A4ccLemDKm1_AomnT2yW8ZXcPs6XjXfV5mXjcq7b1Q_6DnBFJChEZV_DAG4KXcnpChuVVcTInHzL6Iv7JNfQkhwHyVlQnpkpisUT3LWn1aCTMZL6b8jtGLNX2TKJnKwInnbOVnNZuCTi4RUmaKrlxXcOBXmxeQYdnYd1HjcVPNBxAIKGgqFHAE6bef3zgfK8DPYY1T53iHihVDpS_gm1QQ5iVBaMcjDq0YTnBXkCVSGeyTvqZBPZt_TAq_VjZ-6wh0lKq7SK6Naqd-RnKvy3cR4nY74e_UPSHk4MJ7aJRAmXvF2jITe997LUvBXJq39mm&p=0&fvj=1&vjs=3,"$1,250 a month",37.7749295,-122.4194155,Full Time,Other
13884,Livie & Luca,Product and Data Coordinator,"Emeryville, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BYRINpoLQlLms_lUgv2XSQTLHiLQK1ElfXWx_-cUY6yFca5kfCCoyX3OfDTJlBIFBIDx70lOj_lGpcHgNes4KgIeYdXm79zwVyF_1-iSwAWc83ld7MURWH0lhe90jblCVkriAp8Rj_CVNc68IDO9zXHncMDZp41iNV0TRcEECBWdy5DQjmOFU249IyWg5xKrgkAiNUJeXOgKUzbmUIIVoZSKl7aCB3YIJBF7gIL6rym96JIVEZbg9B5x6PY_OH6URJmU-b8rr0j6q80YdM-_yJkBdcl09eWg6WT6T9M2jLp8BZIjZZif8cAb-bQUfQABtcz3RBMKlN2_xWFl33LD_yGVUN3lHmDz-lzzxZCdROPOgFeBrDdfK5nKa_ANOO_7WdiA8o3dGycZSkr7IjF0bS-N07leJeHg4JoZGwtdiu9TrapxF5H3yK0pHQR6rn-0i9WG5MA1eJksEZbY_5rUfZTnoxSzrPNS1rpREZTKDfAmr9Fh3hl0ytNKKtbL_2Bx4=&p=1&fvj=1&vjs=3,$20 - $25 an hour,37.831316,-122.2852473,Full Time,Data - Other
13885,"Raybeam, Inc.",SQL Data Analyst,"Mountain View, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DpZ-PB5xWxfUrl162oOY4eAwFszP2Qe-6MnJIaEBLI10s9Od92clv11o1CLhYxaGbh_ouWLqW5mOU3qlig9ffXdZQVWDxtntUH3uxhoONs9R5doBpRr1d1UhhraAAVjLjJ0H8m1maOHB1IQ9K33IEueADpZSRu6127O9bcthnlhp6ar21Z3q9yVnZOdaWDktK2OPKMtjKou0OyXf9wnM33jpihDPwysBUoLDaUciLbFyNtITe0HjZ2bW2l78iCf8SENOifqPPTJ8Jdi_rRaj81CSnLLnDAA0G7hqEMjZfxBR7N5sre8L791mKE7tTDtHX76QeuRPSeKrQfgISwQEFA6gn_5t6gKBRDq5wioa_iFRUxEoJvMd1eiOY0sa2k2ZIlJU3YtGlgdIXsrbafL7jwSd5fTSTdJ_fwqfUIXtvHDeykRZDN8j2jBxioxBppsns8kQ4-6-VoaWcrI-19K7n0Gb5nUtQUs3NkgpRDc5_sNA==&p=2&fvj=1&vjs=3,Salary Estimate not available,37.3860517,-122.0838511,Full Time,Data Analyst
13886,"Institutional Real Estate, Inc.",Data Services Associate ,"San Ramon, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BAD84_jn85ci3kPtIVJsYnFpNPLIhNvZgy25Y7jbwohaTXHclZHS6iJe5PmuGGHj302R-Dup-cBypmR5itLjM_d059ezt0omvUQqK4A-6Gg2HztCLK72hPMWBrh9a7EHXF2ZIxwyJ7CuT3Zrj15If5g51A04avNRqlVtvGFKEEphhmorn0odA2PEuYbFzbsnkSYoABvwKwyFjwiOln3cLpcKT2sG2Qdt1eNinkJvE866Qba3Kg__vp1LGmuQhSawPG9d2G1PrJxfSXhbSIrVHH8JRAK21iLt2QyQosP5Pdt3r4ssva8nBW_sfIEqHWSiBTtGXfz2t8AF_vr9lruGbxjaRMY7WbZ5hMxkxlBtJzO1fAO84fMMn2DELGZu89IkNYaXSv0rlybKh_I9A82t3vVdF_5KnhzWNfcfsB4wxy3XcjfnMAXuIVpHW9aj9MkFSKlPK5jOqIBEQJ1sy83TmYhktcvjcwrmHelJgC0JMD8hxwjqeOZRuH_5UBWVjbWA8=&p=3&fvj=1&vjs=3,Salary Estimate not available,37.7799273,-121.9780153,Full Time,Data - Other
13887,"Health Services & Benefit Administrators, Inc.",Data Analyst,"Dublin, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BO4NUdX-nGf25EKR6-BgGdnFt18DfS0VA3mERfyA_iFiQPRrWOoH01uya1y4qjjoRDBIoopGTkXSg_-y_mtFMIUTFACx1C_GgC4q14GnY8zst8kJZLib1jjg9IYEke4JLrZtqKVCGq4DTnNyFIopFLsReSFDUsq6784ix4QZ6b5vzS4Tg9TdWZwBZ5Jq9y3oWSs-uivX_R0k1GsrAfJ9JMBv7m5DZrLbqT1afxPCgic3VyHMbWHlxm78YmzEANLwyUwgSp7w7gXaqac5s19u4DpMmPpD1f3JFuMVB3N_Isik7zYAFDYW_lljLpbwzTdyKrnvhGID9KKCY1zJXqXtlw3fV5S5GaDIsjQIXxxheJg2E4ofQRFxXHP8FE_fDtXf3NvF0yPoJ5MEYa4YkvHnxEhpkGJShRFRb77tK5v5qCrZ3a2MPC9eZITOlkcwMENJGY8PQb6-nexWzokDjOQVXIin7KU9tHm3JOnjiG5Geo6-as_5mrtWTsq9c-2Sn2a_I=&p=4&fvj=1&vjs=3,"$60,000 - $68,000 a year",37.7021521,-121.9357918,Full Time,Data Analyst
13888,SEIU UHW-West & Joint Employer Education Fund,Program Data Specialist,"Oakland, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BOVQCIPB2YlHaxcnK7beA-i4KZHn_vFUfbnGgTcXdzQSjqNu1CMyDohCjrjqMtl2D6VMwvxqIHpPTXFPRVbGwQP74yTAg7RDR4J60MSljEgnxNQHYnOO1RXFtG_6UfZwEhrSLY8TOCkZTgIDZ8vR0RnGXEJBwXTS7_h3y4Ff67CySpsZMeVejowSfrvfoBL7iHO8tPRgwJofzdSlTQwmM9znQkBpCd8rcW_0FRSmzKp0v8sFXxo1jMoRovlrPbpdOb6GcjRBV-ocwRULZZBFZK-431sUTg_hA3wBZ6gV46fyaptEpCtGC_fcN8of0rcBGIYbd76KJvDpAga8qdFQHdjGYDyNOIwTg1HI0WXZ01C4mYjjlN2zE0GLOuoO7OhB-x81bmyxzsWeEv_HY5GrfxwpqcHbv0cFoXcWEZoxamKmyHXli6QDcyuleredwZvVJRLZGB9Sr8zQpWSCeQt50FXDdqUAcLe2-ZGLKs-Z56RyX4Fga2Wyo0O7VMq6nN0y0=&p=5&fvj=1&vjs=3,"$61,832 a year",37.8043637,-122.2711137,Full Time,Data - Other
13889,Safe Catch,Data Entry and Logistics Coordinator,"Sausalito, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CCdpVPLLMLqvYWeoRU1Q4Ci0DH7c1q2hKaaFrRY0Nhkg5VUpJZluHVgc2GrUSX6P_0jDebEdM_5C9BVtw6XVPjyeOVuyicywSNunNydTCGTwyJzguZpGAvPO7Hnevbar_I3-6v2Vhg_iiAZ1gbTg1W4A4GnAkMBN9BkN8D9rIYqNBrJAgZvtROumlbLQVX18QsvZ1iGkev9w7vXs9Ng2pKzCXvL8hqXvDmveFEogAz7kBPMwHZ5uwNaG3f0nBdhXTT8isvrtXZjZESowoXRWqyF8FZUOpuLJAkDcNmmELsiKGdh0oEgrT-ZldakjCEHrGZL4unxAOJqkGwc8nsx7_SINjJw5Y4Y8UXMw157YG2m4mJG_Gm3_c37dJWkNiufkbb-ppcYujf4rhqJ04KMbA43maSVJWmEYq4Ji26DXhgco_X9hlid-AGi1zdDPT3Ntd0XGGy160kYFe8ae4F55oMj8DNFs1Sew-heSeib0-RiTQ7VTkvG4F3PtdbfYTRj--Dt7iGFILuKIj6sfagMcvz&p=6&fvj=1&vjs=3,"$55,000 - $60,000 a year",37.8590937,-122.4852507,Full Time,Data - Other
13890,Funding Circle US,Talent Acquisition Partner - Tech,"San Francisco, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CxQlKr4N-gxhxagYSfO_p3DjIG0Frhi5iauBS0K8YXN3DexMwrM1rZo8jTeIxAsaAp_8PvHhEANO8QZ13xujAAPry2pcwPNGd2n1vDd-nELA_dhqLJUsSJgTfRyUNgImVUWtHUz02muooi_rjMStjo5-M1IGUww4Lza9SNXb0QdsaG0iJ6ergrPbTA1wde8n6uiKdbK51sU0Mukb_qYqRyYZe7zuoO2f9Xfr-PDGZqJ-jTIwDZczBEeDuiGjJvgmQW-hvll5Yl243Qn5AAQyBPr4XEzhyVsYO_pumO2nz7hyJpBWOnF8CFX61hqHfuDf5ibMhUKxIy1m3UKbX9yRep9E39xw8z6irFFtqoffziZhBxP6CrEkbL1q9BqQj4H8mSyIjNnOHNfDX0Ur9FBTlb8MHWEf7KX1kXXyawB3PoWOcdHvF1I-SQvcN3jo7f2DfirwvcAdf49xUS5WZN8Ku0hqcYjfQZs1lmnsneeGnumPruDpnDKziDlZ7UaDaEmuefhWm5cdZs_Y42CDWwbba-Z8cTdW_ae2B9ZH3txKbMLnkwMj-CNRkB83BGuu6TjB4IIKZv_TVV2EcK9gAhxt1LDYULnoO2vtg=&p=7&fvj=0&vjs=3,Salary Estimate not available,37.7749295,-122.4194155,Full Time,Other
13891,ALOM Technologies,Data Analyst,"Fremont, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ApKX8Ly9Su4u7-E_iwX0TUS6BcV45_p-Corjom3hBaTnmPEalDKrG5iKXJu48gG1FaCnLp3JpOnCuZGo0yDeMWlR6NWrS3yBWZL0uoaTzuefzSF_1jTp-kCaI1VyYli0RPzcLbpBFw4XW0MHXJVsGnF0l3mguICSbWobvf8jGqZe8N8hivO0Ldnxsl3ibQiMDMON-B11wexYwFxuTku-p83U7D0MeMccEuWHAdh8NWpSLBCLEo14BuEOJNF-uuQdaB1K69j1sa72wVrIzBge5CiX17P79VdmMjFRxWwQ_RGbg5igavLQNU7phaJ_iu8dvKxa9EcGXm9XANh1y6DVIAP1C7rhKg1Ulj3S0uZZPNsh2YEJcDDZgJm4eltPQdrepfBOJgugN_FP6qWwXrD_Zx1RqCooZqvw0fDlP1JWq6f7V0tvN93wHBij6FBi-N8GxDikyD60amKBBEz2U5UdJEXP7WmXT2BlPnzULshWJpww==&p=8&fvj=1&vjs=3,Salary Estimate not available,37.5482697,-121.9885719,Full Time,Data Analyst
13941,Wag!,"Earn up to $1,250/ month walking dogs","San Francisco, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DS49wU-Nrh2jPsAS9jhWCq6bSm4zo48pW_WnPte91cr8W0I91uUcGrciU7phwcmriTxFWebEqoSvld_V8pN7fyBkkZQpx2FMI_heqD0tg0LHIbZDWMefrED_GeFpVoP1XDoGUfTq_GFobylC-LNnV2uBKEFBUPaTX66tgL6Y1cVuiD0bv8Un4ACKv10ci3HkE636GLvGo6mA4b1LPHCLhzjTi2K-2iFp6DdUDHw3g9GiJIzbRcLSHRk_ejPMCm9e1eoZ26voRbRSM2OmQT0jpHdaNT-tkRMhhqc9MhkSPFf533PwnHjsb8pYOFL_lwW6AMbhWCzj0D8cqpzoyDutC61zCM3C7uyyFfQJtTqFM92clisLVGPFXlFFdtQMMKmkPewcUBmNZrf3ZuKb5MOwXURKOjL5KFqvSUSyYsfT8XEP7j18IDy_X0FTxMriN-bNEVOfI6Sd_Ni6OKXFYe9HBjYVJcAjPfeGyQ16zsYSdvzYmkt4gB7rPD&p=0&fvj=1&vjs=3,"$1,250 a month",37.7749295,-122.4194155,Full Time,Other
13942,Livie & Luca,Product and Data Coordinator,"Emeryville, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BYRINpoLQlLms_lUgv2XSQTLHiLQK1ElfXWx_-cUY6yFca5kfCCoyX3OfDTJlBIFBIDx70lOj_lGpcHgNes4KgIeYdXm79zwVyF_1-iSwAWc83ld7MURWH0lhe90jblCVkriAp8Rj_CVNc68IDO9zXHncMDZp41iPUC3EMwZx0vcc4gwnK6lmo-wZ7Q8tpDneqglcMj1ZNVPjunI1-zgE_0Hpa8n7E6yrAhoq8H53GSC2Jr45HLfs1H9WuMJR_Yw8R3cf53BMAAgiXNrypoijVqo6ZFK5AR7xaHFHGWSsRFUxflmQRDtHWpb0dH2si0qsXPKB9fEryR7yptYOAc-NseU_UwbCtBlV7_6QoypwZweNOERsyGw0qqO_ewkPSViWhj1AfZ7CfaSk6T5TXTWE4WsgJKOCciwn2JMZoNkQQmutMbixRvd1FfbHXg8b4a-eJFuuzgGmXSUoPicSiI7uFyVQMa1y2mwJuyuzx3Uem84-QrS81kmfjCwdirvikLvw=&p=1&fvj=1&vjs=3,$20 - $25 an hour,37.831316,-122.2852473,Full Time,Data - Other
13943,Safe Catch,Data Entry and Logistics Coordinator,"Sausalito, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CCdpVPLLMLqvYWeoRU1Q4Ci0DH7c1q2hKaaFrRY0Nhkg5VUpJZluHVgc2GrUSX6P_0jDebEdM_5C9BVtw6XVPjyeOVuyicywSNunNydTCGTwyJzguZpGAvPO7Hnevbar_I3-6v2Vhg_iiAZ1gbTg1W4A4GnAkMBN8dNfrwl9-vp5jY2p5141dG70uu56b8oHonHSWdlxIrSzQ7L5rtFK9ob4hXIsRkjTFa7iyaAR7P4Pp6HNiPMmY9g6uqJtUwhJDjvVVcgokvYMNfMj-q-ASYGSlKkHsc74H3mSeucSmpLTjs8o-Q5Akvns2_pDE7Wp6N_1ET-ySFj3fW3EImNAnj5tyRu-97TWFBPRSHIHuq9E5tV9zrTTZvAq1VWEy1zSKlJkJU7xj-8Oujf5DAxl3p3mfpqeFAHOF21lszb5UDfumDFdNIfLTRbhCAqGo9E7RTi-eJshnRtqKfTB5gERyEecEqkOjX1iCmyCduESIjhRoNKn8Pn3xzEInZODKkfKZdYnIjnj4tIsKJAtR60RFh&p=2&fvj=1&vjs=3,"$55,000 - $60,000 a year",37.8590937,-122.4852507,Full Time,Data - Other
13944,ALOM Technologies,Data Analyst,"Fremont, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ApKX8Ly9Su4u7-E_iwX0TUS6BcV45_p-Corjom3hBaTnmPEalDKrG5iKXJu48gG1FaCnLp3JpOnCuZGo0yDeMWlR6NWrS3yBWZL0uoaTzuefzSF_1jTp-kCaI1VyYli0RPzcLbpBFw4XW0MHXJVsGnF0l3mguICSaXOpq2Mn9gDKD-xJ_XjP5KW3UpbQNL7E84kPbLTGfpK4ve4ihnXDyal4oNAOHmxdsThHE66rhu5XP8lyeCAgGS9OHckp_9XdSHgONYN2fBEJRDmdSmBelCnqCJvl9U35rPtTb2pYjYhUYP9aqwyoTESLV3mqPY87G3IKQz4rA3jy6B8OUG2Yz37Dw_ZvwXn3SEza40-Y5RmoYCaXUbH0iKlY3QoP4gEepYNOe5nBZAkmgtI6CBgsdvKUpgRLjQZkhaSWuE83LeFewdXR407pLJm2B7FXu_8iLbPGfns3f1QBvOSjEdl98D3Sks1WW3RQxxjYhav-yUyQ==&p=3&fvj=1&vjs=3,Salary Estimate not available,37.5482697,-121.9885719,Full Time,Data Analyst
13945,"Health Services & Benefit Administrators, Inc.",Data Analyst,"Dublin, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BO4NUdX-nGf25EKR6-BgGdnFt18DfS0VA3mERfyA_iFiQPRrWOoH01uya1y4qjjoRDBIoopGTkXSg_-y_mtFMIUTFACx1C_GgC4q14GnY8zst8kJZLib1jjg9IYEke4JLrZtqKVCGq4DTnNyFIopFLsReSFDUsq67Pi2gmOzT7d7QzYmQwwUKSpEPbPwSjPRFlBh2s_oFuZDQ1htaFsxJwpiFDMQ8rHt8YAzzRl7amWcknjN_-kJIytHtNHRYuEW6jdFXWUixFIurq-k7FhJSIhZaHn-LK9HTYcJYO1zrWckpu0XDj3bOClYFjpzpTeE-_GSXWXIbmoUjq23-xWoU14s5_a9spm3LVvbSuSnM31_1JCdpSTdbynunw9Vc7qc-XoClYvPC8oE7-YMbGdt5mH2zHnBAvngvTJZjPt9NGc9lH5SpvlsPZypMszz2_-WtPfLvd4PwcGTyEcgN3ts3ejyrIMH04XY1y-8f9WRKXyR9O5beJSJbjd2_ah90mF8w=&p=4&fvj=1&vjs=3,"$60,000 - $68,000 a year",37.7021521,-121.9357918,Full Time,Data Analyst
13946,"Institutional Real Estate, Inc.",Data Services Associate ,"San Ramon, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BAD84_jn85ci3kPtIVJsYnFpNPLIhNvZgy25Y7jbwohaTXHclZHS6iJe5PmuGGHj302R-Dup-cBypmR5itLjM_d059ezt0omvUQqK4A-6Gg2HztCLK72hPMWBrh9a7EHXF2ZIxwyJ7CuT3Zrj15If5g51A04avNRoaHPuMXz8q0yQVZCAAIR0BNFd0TIdEEScRtx9U6z_PiKzURdJWknPproaZvxNCv1x73Q7plx0Lm-igJYqJO4mJ9xXe530up3xYAbdHicwEjOIGopAQgjeufykA8nq6T9qAfYIPD59jBNhq0CzH-6l1uCej6976H01mf5MLY-EnydxSfPIBEivYXKtl7-Q0PgjmG_Sc_gHIbF_d0mGnC0E3LQ2RDBWn5V-xySm96BSHrEGqspVRo778MeIMPKM9dRRCuG-MmlHqhk1RBFvtHJUMqxSmI2LxHaRTYsYcfhuwiuRGLIHLgd_00ciwfh2-9SkRMrl6-F1JCosjNclq339ICB-o-ahzsC0=&p=5&fvj=1&vjs=3,Salary Estimate not available,37.7799273,-121.9780153,Full Time,Data - Other
13947,SEIU UHW-West & Joint Employer Education Fund,Program Data Specialist,"Oakland, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BOVQCIPB2YlHaxcnK7beA-i4KZHn_vFUfbnGgTcXdzQSjqNu1CMyDohCjrjqMtl2D6VMwvxqIHpPTXFPRVbGwQP74yTAg7RDR4J60MSljEgnxNQHYnOO1RXFtG_6UfZwEhrSLY8TOCkZTgIDZ8vR0RnGXEJBwXTS7_L0rKnAaHEtr_aFPqmciMj0vDFrhGz0rNSjZTHwtWJ2WlJJ7J3kZ0ysvE7Q0BUkU5DBk5xMn1Vb-i7uoSHaHTJnFscT5hNdFVaD3CTXbuSq-bW5pJmYwFjEc94F0iUpoH3b7p6QYtvWlb6A1OGIaOlZ-e2Na4GRxlpXPFSGQJoWSsytYd3uuFkQPvVIO9oS4Qp8bKxLU2UMVFteyviVnlk3Mx5FzhoJkdxHBqbUCUadgRXwEjgFyAvtrGmYGPGcjfYbQP5jpediFkWnNOMdeVq6X29Ll41w41b8ntt0kfoVUunYljgjgUjo5_JlzIItcTo6ZuhriNC8MsElCzHKT2wK5mZ27BooM=&p=6&fvj=1&vjs=3,"$61,832 a year",37.8043637,-122.2711137,Full Time,Data - Other
13949,"Raybeam, Inc.",SQL Data Analyst,"Mountain View, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DpZ-PB5xWxfUrl162oOY4eAwFszP2Qe-6MnJIaEBLI10s9Od92clv11o1CLhYxaGbh_ouWLqW5mOU3qlig9ffXdZQVWDxtntUH3uxhoONs9R5doBpRr1d1CrARdYcDgQn6mixRlYtlJEYuH5uWjYgCPsVih97nM80AggQdR9ZK8D9D7Y6OMhRUN9hDb8fTm10HX3pYt60JiMOQnOul40cbagPKn877aNDmZQQKljsolx6FI-tqEs1JRzNgmXEIz4FJfW4XTHMmHjjOiIiUWinLeRk_izK1XpY6A9hAPA--agF3d6LLFUv21uADV6P6WcFb67mLuQ1ripxBu3MEuvd053JrEtBTuiX7rezDVeI45Ulj-kL1ffqW&p=8&fvj=1&vjs=3,Salary Estimate not available,37.3860517,-122.0838511,Full Time,Data Analyst
13975,PeopleTech,Jr. Programmer analyst,"Pleasanton, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C2UUPW2tVhfpZrjs__OcwgoZzfO93HUtBUcPCT5kT-Ff-9gmsqs8yn90Cp2CBaFG0pKrwWZtWypZ1rvhl7Cd3jDrZiTBrP1XJQ2efEfxCCgxvsyGhOYDbw2uk3IS7wntSukDnqVEAu_rOh4TouudB0GaYAQv2Rn6jWLrfxE0oB145zWLy_5c1FNaed-8mFcs2o6JDnb_YjcUo3qkgBVlCZUfYCAZ5MquxqQqZ5z25sfef-aNamHmR-SOMQ1XPzngLQXsY7PicA70660pPJ65epxH2pGROWfTNecAwAQrea77ogA4t9ulA2jkI9yll0Uwo99sDF9RTexx6ri4hy8BafBv0j9z9B1Db-HZyuXPAg6ezPNwmZWOGHvRLbF-32RNk=&p=34&fvj=1&vjs=3,Salary Estimate not available,37.6624312,-121.8746789,Full Time,Software
13997,Wag!,"Earn up to $1,250/ month walking dogs","San Francisco, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DS49wU-Nrh2jPsAS9jhWCq6bSm4zo48pW_WnPte91cr8W0I91uUcGrciU7phwcmriTxFWebEqoSvld_V8pN7fyBkkZQpx2FMI_heqD0tg0LHIbZDWMefrED_GeFpVoP1XDoGUfTq_GFobylC-LNnV2E036VkIbJtmAHHtCrQIqhRA42GpgmTklpJMNdtkWQdHUiG4Ijj5JeimvyyVDs3HMXf1cY2TKyCnmDWthWuQLl60VOsGJtRBoM0dVWj9zvstgQldZiM5LCGjQVda7piCR2aYWB2PekxbndRL0eeRqL5KyX0bxThbCETYo7p16K76o-CufS0zi9FRDWb2bowt7k2f-MG5m46LPhNMQ9pHM0gEMLDOwW1aajuiBUVHH-LatbgH6JyStUe2GKevegDnuSMlzCRNt2zAkHxJ-BYFe2i-rXVWUM0eSpAd50dtRJQNbH56z7pO-Voq4syelL-3L3SN26L284af23TdPuC61QBvpI6VsEQZo&p=0&fvj=1&vjs=3,"$1,250 a month",37.7749295,-122.4194155,Full Time,Other
13998,Livie & Luca,Product and Data Coordinator,"Emeryville, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BYRINpoLQlLms_lUgv2XSQTLHiLQK1ElfXWx_-cUY6yFca5kfCCoyX3OfDTJlBIFBIDx70lOj_lGpcHgNes4KgIeYdXm79zwVyF_1-iSwAWc83ld7MURWH0lhe90jblCVkriAp8Rj_CVNc68IDO9zXHncMDZp41iNCi0onais94qwKEZqdemjnOUDGRtfS7NoGLPtjGFXWeP0VlYK39mxlO75wC_-y70SO3IIjpGdm17Sl54yPaHtxQFj-Iap9qBuSkoqxR_7Q1wyNTFAOwCdexKJY013KSr5hScazH8O8DPtS5t83CjOQFdh-FjQIFNEx3aAmv1YgY7TzV_oz2_HsRYV7D1Vj3DUAI8zacTJVWIxjeYZpreTPEpeIs8_Q-98vEq8to_-94nF09d8db3-z3mrqT8qTQsDgQ8R53VdmQ4Sv9T8hnCxCDT8016zMLSt_SnHvroUMamm4x6npOrpUely5aYPn87szPXZrC9La7ULsnzjRo0Ol7LZaLgWHEmI=&p=1&fvj=1&vjs=3,$20 - $25 an hour,37.831316,-122.2852473,Full Time,Data - Other
13999,"Raybeam, Inc.",SQL Data Analyst,"Mountain View, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DpZ-PB5xWxfUrl162oOY4eAwFszP2Qe-6MnJIaEBLI10s9Od92clv11o1CLhYxaGbh_ouWLqW5mOU3qlig9ffXdZQVWDxtntUH3uxhoONs9R5doBpRr1d1UhhraAAVjLjJ0H8m1maOHB1IQ9K33IEux_62HVwatCK4fr4cd_RjcTE-jvmocLCDMXBlw7kjIaAYSpR4PauSku-7B0-NhnepfK7M5pNBB5nP8dKf21mj7LgZMKX4w2RVOINFMrjZVNuX-9c8x58JQL1GlOvHBZPixCqsAxmhVypKkoIlogjyv1zaLjOnC4btMN5DA-sVleBJFHHWcRFL0oXJ-ioN4Hra2qmWndUgEswxTO1p9Seg5u9cCFdZnn7SnsBxmBW7Pbt5cubyInaSdEU57AkU2yy2n3RxzM9fOD__vb1emxnu0zTU9tcNQfdPaINvCfm-MmkmOP38TlaK_mo9sxC1ROHccGH_CQpk3kQQZQ_bdNdVvw==&p=2&fvj=1&vjs=3,Salary Estimate not available,37.3860517,-122.0838511,Full Time,Data Analyst
