,comp_name,job_title,city,posting_url,salary_estimate,lat,lng,type,job_cat
10851,"Health Services & Benefit Administrators, Inc.",Data Analyst,"Dublin, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BO4NUdX-nGf25EKR6-BgGdnFt18DfS0VA3mERfyA_iFiQPRrWOoH01uya1y4qjjoRDBIoopGTkXSg_-y_mtFMIUTFACx1C_GgC4q14GnY8zst8kJZLib1jjg9IYEke4JLrZtqKVCGq4DTnNyFIopFLN3h6l4D0QHEm424xOSWV9KrPPZEP10j_CM09Wcr96Mi8ZHIaloGpBB2ZWjgBf6JX9PuMTVfRbUTpkTBSygb9tnFp4HywVfAS1hr_4yt5fMT81ZWwdpZJpGW6_N9l-SoWnK5S0GFsTx1sYdz0nGVNwTZmvgcCXxPRQX29OJH1fAJQrpqJdU5jID0UTSYoFnGPyD_4LOjSO-c5qMWMs7apZT98Uny-fZ-0BDugka_J-gEYZXKCKVW4lOow7ffrbLSLf3tSn_qWs8wysVE4ffVODuzp7rSHWgaRRdcJS7yTd9rL_axwXgVbfLIo3ZopX2BygC6rz9z7DRXXk0grWfUxxcsi1bLEN7eig0Lud0xtrgo=&p=3&fvj=1&vjs=3,"$60,000 - $68,000 a year",37.7021521,-121.9357918,Full Time,Data Analyst
10852,"Institutional Real Estate, Inc.",Data Services Associate ,"San Ramon, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BAD84_jn85ci3kPtIVJsYnFpNPLIhNvZgy25Y7jbwohaTXHclZHS6iJe5PmuGGHj302R-Dup-cBypmR5itLjM_d059ezt0omvUQqK4A-6Gg2HztCLK72hPMWBrh9a7EHXF2ZIxwyJ7CuT3Zrj15If5RaNpaiNI-eveVENQ3dC-qAX7eMNroTY88qXXg4EBN_ZUWIoGhBzmZJilSIwzBSjuIvn9gAZkezd3bU_DCKonLZN2FF5DgUqa1t2uawf-JFf13E_TYVmfpu32V3hj44a1pjTcyATLdCPtCqMFQCOiRd8vxX8M52PzNTfKXjdZu5uiwbllSHUBfpGUWPrsshWyuDcpjk44XsZlwVG5fJBjQO-okV_-h3_RlyjymW7-rkxD2ep5qG3nmnE2ybmcW_LBqEXe9lF1b-zFtihQlMNl8aG3YqrOZxnob8TwrjS-zdXGlFxAz2X2M1SUL2CJ0OdtrrmvtMZia1AnYLHkwhF-YRH_3S__0t6fafxkOE_ddkM=&p=4&fvj=1&vjs=3,Salary Estimate not available,37.7799273,-121.9780153,Full Time,Data - Other
10853,SEIU UHW-West & Joint Employer Education Fund,Program Data Specialist,"Oakland, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BOVQCIPB2YlHaxcnK7beA-i4KZHn_vFUfbnGgTcXdzQSjqNu1CMyDohCjrjqMtl2D6VMwvxqIHpPTXFPRVbGwQP74yTAg7RDR4J60MSljEgnxNQHYnOO1RXFtG_6UfZwEhrSLY8TOCkZTgIDZ8vR0RRfZgK3lwUrVz3gEdsIT7xwDxZb2d4MlT9biCo8fB-YdTrCaitL5_tBQa63_rM3-ipQdYjYiuFWWmSZcXGaPDCsa-m32yhJgKwzeJcjDbeNCnqubwDZIbTOae1nOlpBW0G2WkNU-uoiLgJzCZK5P2wboNHz1mZHzEs-01u9h7zE8rY-2SfHZyMVnDvdmzBuiuTWBaxwrJzRepBLCStqZi_FGwjw1JhhGbTiiGqdWlQCs8MiwMxTxo5pGPE3SlPPRE1fVnsktRMKUKJ4IJfFoTUoh50HnTEfUKOjkYd3lr310WoRnQoafHxnDPpTGkUmAhGmJf0k0HvMrclynYZOlAxoVy3y0Lv8xqTYaFo5Gbtpw=&p=5&fvj=1&vjs=3,"$61,832 a year",37.8043637,-122.2711137,Full Time,Data - Other
10854,Safe Catch,Data Entry and Logistics Coordinator,"Sausalito, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CCdpVPLLMLqvYWeoRU1Q4Ci0DH7c1q2hKaaFrRY0Nhkg5VUpJZluHVgc2GrUSX6P_0jDebEdM_5C9BVtw6XVPjyeOVuyicywSNunNydTCGTwyJzguZpGAvPO7Hnevbar_I3-6v2Vhg_iiAZ1gbTg1WhGjIux9TMKVy5f0mUD_hqJ2h-unnEKtgn8D7Q8V-ZOGEJ8Ijvh8YYNLrGFNPYyvnFYwb6NdawIa7jAzrvp0hDEi07dknqPMr6jdSxQbKugcKotUMmAPb3NPycn0TlEraCdGfjjsj9AVFqy-2CAqPQ-Ry5UPdOWwN8O5xHJ5iGjaYxKRgTx0TSEbNa78Zr8NalPt8Rgf7kjceRPENuKQK3E4C0zyYXEfJNKy4P5yX_tqBC4P_MD0xNuRvjT0I-xTKl6GpFrAyAf6w73G4QmCQpRT6KuOc1MlUS8p6hEn0Cq4ls2ZCvgiKnBr8EHG6Z5zb1Wo47SWdvRuVC1LeFWAe6wRqDyL4GstfIzcGiByS6gRzhemwAlmZWEK0eCMSLLAr&p=6&fvj=1&vjs=3,"$55,000 - $60,000 a year",37.8590937,-122.4852507,Full Time,Data - Other
10855,Funding Circle US,Talent Acquisition Partner - Tech,"San Francisco, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CxQlKr4N-gxhxagYSfO_p3DjIG0Frhi5iauBS0K8YXN3DexMwrM1rZo8jTeIxAsaAp_8PvHhEANO8QZ13xujAAPry2pcwPNGd2n1vDd-nELA_dhqLJUsSJgTfRyUNgImVUWtHUz02mugOhNrZ9fitGu4lLZT6hmT8ma38_uAJmCev_GxI771DSYCK8FMnZUj5S8JQG6z_ju9uqYeTq07LquJDeiY-WWSVAKTbVWtqFUkZOeGuxSUGWdlgtUast4osfiTWOP8sGJb1NjtFcAjMSdCGETKhreEEzzqqzoJmrBGMZRB69w2-q5SJocuf0xIBBXi7-jZZIc4cECNugN6gEQuE16SsSrMVPbve3GhHViC23trK28qQYACWZ7s4W-Rid1f6-zd621oE3ANyFzHtngDjggNp_uFOEqITxoVjpR_Yu9K2ZgcSP6yjNIVGqmr6KFZftZqIaDrxNjvOnUPmliSFIeArIXp1v5SYC16IrrvzyZL_3F9LG3cVB9fGPf3160Z4mYeXs84-qadMItsuel6Cd5VU0Kk1kzKOpzIiCQA4QlUdAutlCpdXEyJpNmZdxgK11RT53MJgrfsHFIo89kCjHkfAsjnk=&p=7&fvj=0&vjs=3,Salary Estimate not available,37.7749295,-122.4194155,Full Time,Other
10856,ALOM Technologies,Data Analyst,"Fremont, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ApKX8Ly9Su4u7-E_iwX0TUS6BcV45_p-Corjom3hBaTnmPEalDKrG5iKXJu48gG1FaCnLp3JpOnCuZGo0yDeMWlR6NWrS3yBWZL0uoaTzuefzSF_1jTp-kCaI1VyYli0RPzcLbpBFw4XW0MHXJVsGnpaHEWlxLibMLrCMyVD9SAgRSYgjlUHm9rejnZ2P3qPUuTPGCtxr2NAmIcB05o3dwvqn9sl5vXINd6DTRnuyoGAAMHD8x0ZAFVO5UM69rVCA8NOQ8qfdJ6tc-kTGyJmHJexx21oW9tSxqiFttfSRMoBXOXCOjUIScmjFfmaAjp6xpBLq1jhuiDuSvl_B8_ttt_o_X5ey7MDaTazxRaEaody63dhvOfGYKKLFFA2CUnxIMwoyQ3s1cfNVB6YtRJgGIYrI72MHMXjrR-Ut9YE-CVfa59wipzprake-Go7rCqjkXFvKL5JnT8LC5E9U3k-5p4Y-s74m_qRGJCExEyoeEag==&p=8&fvj=1&vjs=3,Salary Estimate not available,37.5482697,-121.9885719,Full Time,Data Analyst
10884,Socos Labs,Data Scientist,"Berkeley, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AoOwJmUJoMWnxd9bOm43BZWDOWp7grs5-aMpSfbLFs7kSpRRR8yq0pWmtP3ZlIewujGYDqS_Di-GGW0mP7wQXaP1kACkYv1V6G1TfnibKjemeP-5-7rDLQ1pNzIrVN01sZ3VbZrfgrZdBrHQODwjwieHBvueE5Gu9bswlsl6-yVNwOHS4Jrg9ukpE3GgrBJEMngAwVmJqeVifId4NwCLShEbG1h87E8jXhA-DjZUHqRojI4AB7Hi0CbQxQZzVd3g8ZSbhumOVpRzmMO41mILfVM9c7JnsjKSGJ50sGc2jOa-T-Q4Hrd8RarNN7BVI1OzcaL3ne3foVhBS9Wu_nMlHiHPKgGuP3UA5ot_iGvwxAlaz4jszAN4KX&p=36&fvj=1&vjs=3,"$5,000 - $6,000 a month",37.8715926,-122.272747,Full Time,Data Scientist
10895,California Skin Institute,Data Entry Clerk,"San Jose, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DZgPGMU_6AxC7L96G8wcBrEZfJWLICXYN_mChVXoV1R43y2pDI_Jpo8L4ma5rzPlpzGq874SzxZvZVgfAkh0gsPLoMYsEUUPpDyYp9vWKPy2DQSXl5ON9au5538NlVbBqAugz3J3zqSz7uVTefMp6wRldTig8IwfCqnQJun1kVkPHBAinqYRO0QzWaE4ndoAq3YGJPuz3FhKMUwTdaD34xnWbzw4kc5lbqUIxfRZoTxm_kLJ18NlmRttc6D3nzE9KR4tlrfVriflGGBKcHXkJelc4LT9A7uDBxr4-E-MEZrsaBnqa-Zq3pvgWxieO4Vq-8nAfgntQKjJQ83hFqMw9X6jJaFenPsIUSjKcim1g5qwG5bK-ftrCp&p=47&fvj=1&vjs=3,$12.90 - $18.00 an hour (Indeed est.),37.3382082,-121.8863286,Full Time,Data - Other
10907,Wag!,"Earn up to $1,250/ month walking dogs","San Francisco, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DS49wU-Nrh2jPsAS9jhWCq6bSm4zo48pW_WnPte91cr8W0I91uUcGrciU7phwcmriTxFWebEqoSvld_V8pN7fyBkkZQpx2FMI_heqD0tg0LHIbZDWMefrED_GeFpVoP1XDoGUfTq_GFobylC-LNnV2PsudHChFjyRzOdWqYDeHmtvrd_VJskNR0BYxjNxxQEgr-NGSRji3viRyuBuF3r7ieTFo4cQVpv-vhs_jK1M0QBUqYJ7DcgrYV9pP8HNdyUVFgCc_bF2Mj7MZJzMDIsdQ9gKW1z6cxCYEnbdeoS5ZiMd2ZrH3w8tPPdFHZdf21-MTFVU8TkW7z0tB_k8kYiPoi-wEKnbNs3uDAUtmvj1NRMbQgo8oxU7hV60RH9dp51EgSfI-krdxVduXOm9DuP2hJIvzlE7vK9ydpVZgeMgmndhKj97sjFZvDxqhG99pi217GQVmTSzJQ2_HxB2sweUla-s7x_mTj3LQLP4C8BMIjSKrZs4oCe_j&p=0&fvj=1&vjs=3,"$1,250 a month",37.7749295,-122.4194155,Full Time,Other
10908,"Health Services & Benefit Administrators, Inc.",Data Analyst,"Dublin, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BO4NUdX-nGf25EKR6-BgGdnFt18DfS0VA3mERfyA_iFiQPRrWOoH01uya1y4qjjoRDBIoopGTkXSg_-y_mtFMIUTFACx1C_GgC4q14GnY8zst8kJZLib1jjg9IYEke4JLrZtqKVCGq4DTnNyFIopFLN3h6l4D0QHHJTiA1jFPfmdWT5Znv_nbBdSE7icNSMfSkW5NvBvLhOZi70JBHJhxhOqvKc2asfUq8BORt6E9G1CWPi0srhHV12t8p7S77yyCMRCb5BzI2tKoMWeRKiAuscFzP_rPtB7Fk2n8D2JCgCYIoGThAH-HM6FunZZ5dB6TIsEy-JbOPznCJFpmijRrwVEyb2gqp1X0Iu7hjopta6rseeTvIrM38G8QNkRMOAkt0a4yfL_YZ8_0ziAkNur2Cwupbb3A_pBDjdfpG-lZzOhv2sKdWGjFAtikULtyq8OhjEqemAlHWu0TP4SD-pXFgep_yyKbVu8yJDX-7C9TDrb-wopQY9mYZd8SVZ-4qp34=&p=1&fvj=1&vjs=3,"$60,000 - $68,000 a year",37.7021521,-121.9357918,Full Time,Data Analyst
10909,Funding Circle US,Talent Acquisition Partner - Tech,"San Francisco, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CxQlKr4N-gxhxagYSfO_p3DjIG0Frhi5iauBS0K8YXN3DexMwrM1rZo8jTeIxAsaAp_8PvHhEANO8QZ13xujAAPry2pcwPNGd2n1vDd-nELA_dhqLJUsSJgTfRyUNgImVUWtHUz02mugOhNrZ9fitGgT4jJgHe6nl33Vs3veh3Sr5u5ImXNMvkq6ssH4mshyIC5t8bOjuq5IzQx5KtzNqv8Th0m7xb45kiXvTuLOcMjRh4AlsjwUpIEbmST0lSC1n6z--VQRtp8S4Jm3zuZRJ0J_pBxEr39Cdc1fbfXjZhBJUHHLazUh__ROzPeC2xtF7OTGb5OhSfd9io-c6lGL1BMpIeTipX-yswlCFFrpKjwt4VoGHuUw_E-6Vnrw6XqORkNS6mulWD0AOhSGz5sJbYZhogDK2t_y2qSUJmRwDoGdLSUOCs2AaCp2hHyG3V29bmTaFA66RJgirby9BfGOP1ENyvaUcZT421Fpb1vsavkxAZoyJbxs0yZ5MslGbp6Sd40c3s8MgVVbRKE1yFme7SmpRrottVYar3X1APQfNTzLCvOG8yAgYEbeKDhTmMVbgJcHKouPPWrzBrILGPlmtUlZco9l9KBVM=&p=2&fvj=0&vjs=3,Salary Estimate not available,37.7749295,-122.4194155,Full Time,Other
10910,SEIU UHW-West & Joint Employer Education Fund,Program Data Specialist,"Oakland, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BOVQCIPB2YlHaxcnK7beA-i4KZHn_vFUfbnGgTcXdzQSjqNu1CMyDohCjrjqMtl2D6VMwvxqIHpPTXFPRVbGwQP74yTAg7RDR4J60MSljEgnxNQHYnOO1RXFtG_6UfZwEhrSLY8TOCkZTgIDZ8vR0RRfZgK3lwUrVcTZnel_U9nBj_tH6pxU5PzzoipnrQwKNsl5RseHBKvkz0SBjSBPy-_n-ZZrGtUhneZU6vk-4kaxswVjRLU6JLOghNPcO9lw4FrPAua_lDmhJmpjjI5IfYWqXcp2hE3_yqioL8SuQallleIZOfXShepD5jYLxVImKLGwYzXW0KvdHy5zfX3ny0eRrcWnCyy8G6kVtHlKXCmBbhb0oAArPiIYSsaN7f1pttB9MwGsZzIY2-iGwSU-cyAEc4F5BmsQAD2hu0wO1YLFpaDXXXymeawGLZrYkNhhmRsZRI__1DNBiJoWSHFc0i1Mf-cayffCLzTzebkrGua6mwsv-ogvdjsYUzM2OI9Ac=&p=3&fvj=1&vjs=3,"$61,832 a year",37.8043637,-122.2711137,Full Time,Data - Other
10911,Livie & Luca,Product and Data Coordinator,"Emeryville, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BYRINpoLQlLms_lUgv2XSQTLHiLQK1ElfXWx_-cUY6yFca5kfCCoyX3OfDTJlBIFBIDx70lOj_lGpcHgNes4KgIeYdXm79zwVyF_1-iSwAWc83ld7MURWH0lhe90jblCVkriAp8Rj_CVNc68IDO9zXh8uHlmL68QJhtAf8QHjQnShID1B8bLeOf1z4y0uNkgYVhMajzXs4uXWYhIwsMBa8jSFugRuQB2eKpOOpgwwkm9wUZJqgPz2SUye1UCJXo9ImaFz5F1UF07x5yYu5jJad_nAikEfleuqHhiCHnbMIOMkEb_J_9d-jWbf7Rt1pFWI1ro5HVJHJLiQsJVk6pezuqD0krPtSntRLrfSF5bq_EowJOqjty0LNSQiJdB5_Yrr3fGnJ2Q4JwaDYepW44M5jIRVhFzu91nuiyGRNqMUTEuJyPTHV2T-7Xhw78zitlFKir1WW3tN1THmrgAcqN3V0uDSh1YLTHt-kUPNBSGnBry8wGBjTZs5GlQ4F_0WbDVU=&p=4&fvj=1&vjs=3,$20 - $25 an hour,37.831316,-122.2852473,Full Time,Data - Other
10912,"Institutional Real Estate, Inc.",Data Services Associate ,"San Ramon, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BAD84_jn85ci3kPtIVJsYnFpNPLIhNvZgy25Y7jbwohaTXHclZHS6iJe5PmuGGHj302R-Dup-cBypmR5itLjM_d059ezt0omvUQqK4A-6Gg2HztCLK72hPMWBrh9a7EHXF2ZIxwyJ7CuT3Zrj15If5RaNpaiNI-eun9UE9y-nnS5yxEdvpb1xFrFrFzQtoPh0W7DwoIIGvEBDxR_olhQgQzhTR2O7YzGUcW8KENS_wFEySsZlqG4UIaUbZrtlo_qVrOS3Z_GXeqQtI82cQDdm4SLWM6qhmb1vjLNiiUb4-ltYN9xFwcX7ABMEFFIe_qFV6OSumlm27lrT_XZak9iR7gj5iMhs9Tyn2pAZUCXgDHnP-dsrs81tPQQ6GCjGhly2TYbfDnKC2gwWk7Q3pilKJP0NS7AoXun_Juzh_O_A3cbxE4CK45ppQHZj9f-wGZtKylVH5WBF2wEcQs7LHWFk_YotxOeAEbFl5OqkkTVvBhRKQ8rfSJQb9XhyblMZA_ow=&p=5&fvj=1&vjs=3,Salary Estimate not available,37.7799273,-121.9780153,Full Time,Data - Other
10913,Safe Catch,Data Entry and Logistics Coordinator,"Sausalito, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CCdpVPLLMLqvYWeoRU1Q4Ci0DH7c1q2hKaaFrRY0Nhkg5VUpJZluHVgc2GrUSX6P_0jDebEdM_5C9BVtw6XVPjyeOVuyicywSNunNydTCGTwyJzguZpGAvPO7Hnevbar_I3-6v2Vhg_iiAZ1gbTg1WhGjIux9TMKXjt1iW1ttMPuY1hiWhSMWwoJ4bRV_YF8B4RLjme_Y6x5qzo874ilXBSc_AHqxzOJZANKpkqFAqaY1fWaBorLWEBOraFpTNPrliVpe-wome5wSPUDTw7xex5Y1cXip2NrLFGqv4Zbt9kqrGr2Ep9_PtIexx9BDgHmkZ_W75KAWhbztVYKgc8kPJ605PnVjgITSWbwDR-aRkrqHYp1Wlm26Pk7yz_4uWZE7djXc2gJiFUPsGd6ufh9MLj60LToYH8yaA3guq83C0hOQkkp_OZRpJ0ytnPU58lq791Sxlty6jybJYCatz3jNHy13qoD7GeXOdmhJGOv0DvunAl5I1nOuAaG23XfkQgQbwBhjitW7j7e8-ggcwWmih&p=6&fvj=1&vjs=3,"$55,000 - $60,000 a year",37.8590937,-122.4852507,Full Time,Data - Other
10914,"Biomarker Technologies, Inc.",Data Entry and Analysis Technician,"Rohnert Park, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dz2cZBvGpavQ4MlbaOYJAwcrxD8qXhWmLjt4_zsomU9roExIXWUfeP-FJzaYPSCcAkmZxb2Iqc-8LUsA3a9NSfzCQCRrZgq3bcUvtGyGlrsY0A3XDLxfjjOpLe954RMz8y177yexlj-tNwPvDzSJK9jPdKQqY4TIAV1ZLFj8cdHaOziKkIaBMPRNa9F2_4Q-VRqycRMC7sj-Xvj16QAQk24vKZt68keAid9WzDNb77a_WYD9ZxFF6dm_FpVefIJeh0zdEoUQvjvE_KpuUqSkP6swHNCgpRp_PbIY0oIsRycelbEJSHOxIDA8xqI_IXOKDgT02B8AHz-MFagvTozG7z_1quCyKkjz2gKmwkr8r7b88WHsLZEmnhXndzAkCara4Xld8GQ4cHiiOj1ZG5DdEdLKCv7J0FWlpHiMo1sWfdMQyakUTAZTAPxrPbm_sZZCLfo0gvnlnyl5VABOVWiue5fzWjrUDldgVrAF7cGdAzfD3Nzadw9rGY2fW5pLTgthhHIareakNgmg==&p=7&fvj=1&vjs=3,"$31,200 - $34,000 a year",38.3396367,-122.7010984,Full Time,Data - Other
10917,"Raybeam, Inc.",SQL Data Analyst,"Mountain View, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DpZ-PB5xWxfUrl162oOY4eAwFszP2Qe-6MnJIaEBLI10s9Od92clv11o1CLhYxaGbh_ouWLqW5mOU3qlig9ffXdZQVWDxtntUH3uxhoONs9R5doBpRr1d1CrARdYcDgQn6mixRlYtlJGVqiK1iJiTIIMnjWFcql-29r4hqNkuCoSKlBisyaNT7V7hFQsJKq1DMFtBmB6lvipaluyeyOb-m0GAGY5K9U0-ZMhbzU9OedM-KXvizMoULU_gbLu8RKmQADed-oqUhTIGpRiWLInp9HNxydFvnqGvdMgovxOg9869fKJD4iKbr0UHRaO9D3RXj6oNZueZ7_6AGLN7nbR1ChURSdUKql5wgWFuMYu6kZ9FMBEGohhM0&p=10&fvj=1&vjs=3,Salary Estimate not available,37.3860517,-122.0838511,Full Time,Data Analyst
10937,Socos Labs,Data Scientist,"Berkeley, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AoOwJmUJoMWnxd9bOm43BZWDOWp7grs5-aMpSfbLFs7kSpRRR8yq0pWmtP3ZlIewujGYDqS_Di-GGW0mP7wQXaP1kACkYv1V6G1TfnibKjemeP-5-7rDLQ1pNzIrVN01sZ3VbZrfgrZdBrHQODwjwiMAARsbVX_I89yc6_6ycD9GY8bJ8w2lAG_W6oJriXeN94fx9oWZjTTjyyrI85ZDoqQXUyw2dV0Zh_SdEXGTP3hsZWD0gc_cWIpj_rDQI4LT5ZwQogmcM94je3XV5MfP8k-eeqdWCSyvw1YHkdr0wNMIGxlQqXl7gNCnQyCag4ncpWEh5HOYesEQVQQvyq4Ypsma5fB8UnPvC_uv_tNYmn_EORgl_Rd0wK&p=30&fvj=1&vjs=3,"$5,000 - $6,000 a month",37.8715926,-122.272747,Full Time,Data Scientist
10965,Wag!,"Earn up to $1,250/ month walking dogs","San Francisco, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DS49wU-Nrh2jPsAS9jhWCq6bSm4zo48pW_WnPte91cr8W0I91uUcGrciU7phwcmriTxFWebEqoSvld_V8pN7fyBkkZQpx2FMI_heqD0tg0LHIbZDWMefrED_GeFpVoP1XDoGUfTq_GFobylC-LNnV2SSR1ZtYK7kxnChNcLTkgy4cyX7nZPRhdMVyHmDWJWEdqkVn5J8ljR107z_2Y6p2c7zf8pYOSsD-e6jRJFeyhb_h8jbYSGvOMSA6dpakaHEE2Jr2SmXd8H0qYsdWecu6mD5LNtScQIPtZDt5LNNGLWiZJmtvP9R4g5WazoyRT7f2EibxIZHtfwatD9YjngK-z5kZS5uvJOaTXcIV-PJCbnF9NZArQUOQRhyjzF_SMuHJIrlxiVKU3GPWGlP3T82WiLbaHAGIB8sCzJgOEtYQ7T4O9229onNMCOTLKBZxTGzBMNUUM1nVydSDy5ainNw8ivcX1gW-0Y8fFkv_nvix7psPQEiKtLD63&p=0&fvj=1&vjs=3,"$1,250 a month",37.7749295,-122.4194155,Full Time,Other
10966,Livie & Luca,Product and Data Coordinator,"Emeryville, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BYRINpoLQlLms_lUgv2XSQTLHiLQK1ElfXWx_-cUY6yFca5kfCCoyX3OfDTJlBIFBIDx70lOj_lGpcHgNes4KgIeYdXm79zwVyF_1-iSwAWc83ld7MURWH0lhe90jblCVkriAp8Rj_CVNc68IDO9zXh8uHlmL68QLXAkq5GQkFWclqAcoBDzlGReP8PKSp2dnl4goIgeRCmu7kJ_LH49-VWIdMvUXsWsyxbWDtPTUtFGMMcL6_M6Pba4FFFm0yp-za88pKd8zstgPEL20bJinb5_buRlklMzSwN8i2YqZGYBt9DaB1hTRRvxpVEqwJ97VBNeLpKPXT8M5ya3AnKcY-2Ssp5fHJ4YAmsWCRuuZUAmUY0xPQNerOQmCyK56NobDBwXvcN29CwQJiCb2g6TLKIxgVIsg7U7FrzV1isAwKb5KXU-i2OC52i8af0dPHG-fNJUji36ZMrJtlyVphz4ju10iwL2B6HB-KkRIuHAM9LEvtB4XV-qLGPmSPpc4e_sM=&p=1&fvj=1&vjs=3,$20 - $25 an hour,37.831316,-122.2852473,Full Time,Data - Other
10967,"Raybeam, Inc.",SQL Data Analyst,"Mountain View, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DpZ-PB5xWxfUrl162oOY4eAwFszP2Qe-6MnJIaEBLI10s9Od92clv11o1CLhYxaGbh_ouWLqW5mOU3qlig9ffXdZQVWDxtntUH3uxhoONs9R5doBpRr1d1UhhraAAVjLjJ0H8m1maOHB1IQ9K33IEuQmL3dy-K0gWU3Gkv5ITN3gI548KzD-ScksnUy3tR5nr4dJufz6aIIzLnqJj6_4ZxEjhrtuemFwu7BS99nJlnqc1Dkpvwlq6scT6IPza1pZ3_UZ7xNZwx6r1BYsAft7tb5numzbFzWIKVSj4BHJsiNE3oiHguDRsnkGynytCsVpHyRLjuMCMA2ibxOhCor06MfIRkZIfcicgoiEZfuKVt6y2BcXy2f1zkJ0p16gWzqHoL62HHVD_JKnVV9Vh_3OR9dPMkqN0PXDPd1aB1e0MqO4WUZZ7IQ8HYQDH4XVENP5_CYxeKina8AHQtaXtBm56FVKL2GWP4s-PTzOvaGdzy4w==&p=2&fvj=1&vjs=3,Salary Estimate not available,37.3860517,-122.0838511,Full Time,Data Analyst
10968,"Health Services & Benefit Administrators, Inc.",Data Analyst,"Dublin, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BO4NUdX-nGf25EKR6-BgGdnFt18DfS0VA3mERfyA_iFiQPRrWOoH01uya1y4qjjoRDBIoopGTkXSg_-y_mtFMIUTFACx1C_GgC4q14GnY8zst8kJZLib1jjg9IYEke4JLrZtqKVCGq4DTnNyFIopFLN3h6l4D0QHEYQamLgC4KwTkMos7llsIaYJUmC_BLx8SFOuNAMtrKlOskoZbYghhU5RyPA5pO8vm7YgBoHlrUxg5KEpI5-rt07WA4JhemyzbXNnIssV2PzxKbVD18lq4BLAnlyde5CPo03Y6D4DgarK7OWQyhK9voheuxEffhTxYpU7zHvcw-lN-BOVuiEc6UPhkFyiLtq4AWkNE2afW1WCd41_1_dWkWbaQMRZAjSlgrTnu--ZpltJfRMxPXeXZdzUKJXvTVS-fkymD-Gy2VbFM7WrNvimmCkjgZ0MKG60oKQVJqUOf9NVpql2EQ0v0b5LD5ctUiU0HKVyqQctH-YV2GfmoMikb8BuAmaES5Ja8=&p=3&fvj=1&vjs=3,"$60,000 - $68,000 a year",37.7021521,-121.9357918,Full Time,Data Analyst
10969,"Institutional Real Estate, Inc.",Data Services Associate ,"San Ramon, CA",indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BAD84_jn85ci3kPtIVJsYnFpNPLIhNvZgy25Y7jbwohaTXHclZHS6iJe5PmuGGHj302R-Dup-cBypmR5itLjM_d059ezt0omvUQqK4A-6Gg2HztCLK72hPMWBrh9a7EHXF2ZIxwyJ7CuT3Zrj15If5RaNpaiNI-es_MJuczHFJF_WkhTyXg39KkxQMYVZDVMUzGdsxhcvTC8lo802vo5R1x8u2p35oOwd0cYyP3sftFM-zL2Ch81yaeya6LC3Y0ap8VQr76m5IrgwDH9XVE6xV56E6p9YT77oPr10QdyRMGkd_Rm2x0y-0pY863dJAyepNrBp8lBCvELWdu6tFfeKtAYfdSo3_4eTxBEjDweQpzkmmCg3KZkTtjVNWtyImWquODx1kJNK9pijhhITsPIAF7MTDi-6brcNzLVTY8KuUkZOpwXNbQ88DkPKL2r8Qh3SKxffbNLXQv5wknj3_O6gHOdo0Zh18OyoZbVLDxlfQgQMVjsE2MFLiTIWi8gJ1_B0=&p=4&fvj=1&vjs=3,Salary Estimate not available,37.7799273,-121.9780153,Full Time,Data - Other
